run,plane,paddle,type,histogram,hist_path,found,fit_ok,fit_status,entries,peak,peak_uncertainty,sigma,sigma_uncertainty,amplitude,amplitude_uncertainty,chi2,ndf,fit_low,fit_high,message,two_peaks_found,two_peak_fit_ok,seed_method,pedestal_peak,pedestal_peak_uncertainty,pedestal_sigma,pedestal_sigma_uncertainty,pedestal_amplitude,pedestal_amplitude_uncertainty,pedestal_chi2,pedestal_ndf,pedestal_fit_low,pedestal_fit_high,pedestal_fit_status,signal_peak,signal_peak_uncertainty,signal_sigma,signal_sigma_uncertainty,signal_amplitude,signal_amplitude_uncertainty,signal_chi2,signal_ndf,signal_fit_low,signal_fit_high,signal_fit_status,peak_separation,peak_separation_uncertainty,two_peak_message
35566,BHD,09,TDC,tdc_coinc_down_BHD09-RF,BHD/Paddle09/TDC/tdc_coinc_down_BHD09-RF,1,1,0,41029,-404.54,0.04,3.85,0.02,646.33,6.80,1204.14,53,-417.90,-388.60,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35566,BHD,10,TDC,tdc_coinc_down_BHD10-RF,BHD/Paddle10/TDC/tdc_coinc_down_BHD10-RF,1,1,0,12074,-403.74,0.07,4.24,0.05,177.24,3.51,279,51,-417.26,-389.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35566,BHD,11,TDC,tdc_coinc_down_BHD11-RF,BHD/Paddle11/TDC/tdc_coinc_down_BHD11-RF,1,1,0,7021,-404.61,0.10,4.62,0.07,98.64,2.54,125.06,47,-419.40,-390.10,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35566,BHD,12,TDC,tdc_coinc_down_BHD12-RF,BHD/Paddle12/TDC/tdc_coinc_down_BHD12-RF,1,1,0,4696,-405.69,0.12,4.61,0.09,63.60,2.02,94.25,46,-422.90,-393.60,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,00,QDC,qdc_hit_BHC00left,BHC/Paddle00/QDC/qdc_hit_BHC00left,1,1,0,2241,122.82,0.40,11.89,0.43,43.33,1.69,46.30,42,100.57,146.43,ok,1,1,automatic broad-peak search,124.48,1.15,11.94,2.66,46.11,2.40,10.30,15,114.50,132.12,0,176.55,0.75,3.39,0.90,4.20,1.01,3.51,8,171.50,181.50,0,52.07,1.37,ok
35567,BHC,01,QDC,qdc_hit_BHC01left,BHC/Paddle01/QDC/qdc_hit_BHC01left,1,1,0,3291,128.10,0.36,13.75,0.36,51.45,1.71,90.29,60,95.65,159.35,ok,1,1,automatic broad-peak search,128.11,0.89,13.28,2.03,56.21,2.45,24.83,19,117.66,139.50,0,201.50,3.48,6.33,2.80,4.58,0.91,12.09,8,194.50,204.50,0,73.39,3.60,ok
35567,BHC,02,QDC,qdc_hit_BHC02left,BHC/Paddle02/QDC/qdc_hit_BHC02left,1,1,0,4605,132.25,0.31,14.59,0.31,69.50,1.91,109.77,70,99.56,173.44,ok,1,1,automatic broad-peak search,132.35,0.57,12.77,1.07,76.34,2.66,29.64,23,119.50,144.94,0,200.54,0.81,4.26,1.26,6.63,1.24,3.61,8,194.65,205.50,0,68.19,0.99,ok
35567,BHC,03,QDC,qdc_hit_BHC03left,BHC/Paddle03/QDC/qdc_hit_BHC03left,1,1,0,15167,133.23,0.20,17.77,0.19,209.13,2.96,194.80,86,88.91,178.09,ok,1,1,automatic broad-peak search,131.89,0.32,14.05,0.58,233.24,4.35,26.97,27,117.50,146.59,0,389.25,3.53,14.91,6.79,18.83,1.51,15.06,16,380,398.50,0,257.36,3.55,ok
35567,BHC,04,QDC,qdc_hit_BHC04left,BHC/Paddle04/QDC/qdc_hit_BHC04left,1,1,0,76608,136.27,0.11,21.31,0.10,764.63,5.10,552.31,110,80.45,192.55,ok,1,1,automatic broad-peak search,137.10,0.22,18.09,0.43,832.90,7.56,27.79,32,119.50,154.39,0,362.50,1.01,89.04,71.52,163.83,3.02,48.88,38,342.50,382.50,0,225.40,1.03,ok
35567,BHC,05,QDC,qdc_hit_BHC05left,BHC/Paddle05/QDC/qdc_hit_BHC05left,1,1,0,107783,135.42,0.11,26.10,0.10,947.15,5.10,682.49,134,63.71,201.29,ok,1,1,automatic broad-peak search,137.04,0.20,21.83,0.39,1025.95,7.50,33.21,41,115.50,158.57,0,429.90,1.12,77.55,2.51,187.21,1.83,133.71,129,364.50,496.06,0,292.87,1.13,ok
35567,BHC,06,QDC,qdc_hit_BHC06left,BHC/Paddle06/QDC/qdc_hit_BHC06left,1,1,0,131838,146.45,0.12,29.98,0.11,918.74,4.72,945.62,154,71.52,229.48,ok,1,1,automatic broad-peak search,147.44,0.23,26.19,0.45,986.93,6.76,44.84,49,121.50,173.36,0,426.14,0.99,76.89,2.34,274.14,2.28,117.47,121,364.30,487.50,0,278.70,1.01,ok
35567,BHC,07,QDC,qdc_hit_BHC07left,BHC/Paddle07/QDC/qdc_hit_BHC07left,1,1,0,189358,143.32,0.08,27.44,0.07,1650.31,6.48,997.99,148,67.34,217.66,ok,1,1,automatic broad-peak search,144.71,0.18,24.84,0.37,1741.29,9.42,43.73,44,121.50,167.80,0,357.92,1.07,63.95,3.34,395.55,3.40,79.52,76,318.67,397.50,0,213.21,1.09,ok
35567,BHC,08,QDC,qdc_hit_BHC08left,BHC/Paddle08/QDC/qdc_hit_BHC08left,1,1,0,174066,120.61,0.09,27.80,0.08,1426.58,6.07,1111.13,142,49.89,195.11,ok,1,1,automatic broad-peak search,121.58,0.19,23.81,0.38,1533.26,9.03,82.90,42,99.50,143.78,0,355.70,0.83,66.92,2.05,371.06,2.89,108.28,101,303.55,407.50,0,234.11,0.85,ok
35567,BHC,09,QDC,qdc_hit_BHC09left,BHC/Paddle09/QDC/qdc_hit_BHC09left,1,1,0,129791,128.24,0.11,26.93,0.10,1000.11,5.19,880.21,132,61.98,197.02,ok,1,1,automatic broad-peak search,127.05,0.21,23.31,0.41,1072.89,7.49,31.54,43,104.50,149.62,0,320.50,0.27,64.81,8.87,351.13,3.81,61.61,52,293.50,347.50,0,193.45,0.34,ok
35567,BHC,10,QDC,qdc_hit_BHC10left,BHC/Paddle10/QDC/qdc_hit_BHC10left,1,1,0,98825,132.74,0.12,25.23,0.11,836.13,4.89,721.28,126,66.53,196.47,ok,1,1,automatic broad-peak search,132.05,0.21,20.78,0.40,912.96,7.25,39.79,39,111.40,152.50,0,363.25,0.23,61.80,7.22,242.10,3.01,85.53,58,333,393.50,0,231.20,0.31,ok
35567,BHC,11,QDC,qdc_hit_BHC11left,BHC/Paddle11/QDC/qdc_hit_BHC11left,1,1,0,80609,138.10,0.11,22.14,0.11,776.14,5.06,437.73,104,86,193,ok,1,1,automatic broad-peak search,139.04,0.21,18.75,0.39,839.14,7.31,50.76,35,120.50,157.68,0,414.50,1.94,58.88,6.64,184.58,2.59,88.04,60,383.50,445.50,0,275.46,1.95,ok
35567,BHC,12,QDC,qdc_hit_BHC12left,BHC/Paddle12/QDC/qdc_hit_BHC12left,1,1,0,16621,129.85,0.19,17.30,0.19,227.32,3.22,285.57,84,91.19,177.81,ok,1,1,automatic broad-peak search,129.03,0.30,13.78,0.52,256.38,4.57,22.03,27,114.50,143.67,0,381.25,8.43,97.91,85.77,21.22,0.80,38.98,30,365,397.50,0,252.22,8.43,ok
35567,BHC,13,QDC,qdc_hit_BHC13left,BHC/Paddle13/QDC/qdc_hit_BHC13left,1,1,0,5249,136.62,0.29,14.44,0.29,85.38,2.13,100.13,64,101.38,167.62,ok,1,0,automatic broad-peak search,135.85,0.63,13.04,1.35,93.39,3.10,10.98,20,124.66,147.50,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,pedestal: ok (refined symmetric core); signal: could not construct symmetric core window
35567,BHC,14,QDC,qdc_hit_BHC14left,BHC/Paddle14/QDC/qdc_hit_BHC14left,1,1,0,3551,148.65,0.35,13.16,0.34,57.57,1.78,67.47,50,120.75,174.25,ok,1,1,automatic broad-peak search,149.39,0.61,11.69,1.12,60.81,2.47,23.04,21,137.52,161.50,0,207.50,2.84,22.95,25.71,5.09,0.86,7.99,10,203.50,215.50,0,58.11,2.90,ok
35567,BHC,15,QDC,qdc_hit_BHC15left,BHC/Paddle15/QDC/qdc_hit_BHC15left,1,1,0,2696,149.95,0.33,11.93,0.34,55.21,1.90,56.32,50,120.75,174.25,ok,1,0,automatic broad-peak search,149.38,0.50,9.87,0.86,60.89,2.60,16.30,19,138.50,160.34,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,pedestal: ok (refined symmetric core); signal: could not construct symmetric core window
35567,BHC,00,TDC,tdc_coinc_left_BHC00-RF,BHC/Paddle00/TDC/tdc_coinc_left_BHC00-RF,1,1,0,1867,-409.25,4.86,12.48,11.82,14.92,1.59,23.48,10,-409.25,-403.25,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,01,TDC,tdc_coinc_left_BHC01-RF,BHC/Paddle01/TDC/tdc_coinc_left_BHC01-RF,1,1,0,2683,-405.91,0.13,3.66,0.09,43.12,1.84,45.90,41,-417.13,-390.37,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,02,TDC,tdc_coinc_left_BHC02-RF,BHC/Paddle02/TDC/tdc_coinc_left_BHC02-RF,1,1,0,3810,-406.71,0.12,3.75,0.08,58.76,2.16,56.50,42,-419.63,-392.87,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,03,TDC,tdc_coinc_left_BHC03-RF,BHC/Paddle03/TDC/tdc_coinc_left_BHC03-RF,1,1,0,11410,-405.50,0.07,3.87,0.04,182.91,3.70,104.85,46,-417.63,-390.87,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,04,TDC,tdc_coinc_left_BHC04-RF,BHC/Paddle04/TDC/tdc_coinc_left_BHC04-RF,1,1,0,70639,-408.57,0.03,3.71,0.02,1201.35,9.41,982.31,54,-422.76,-394.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,05,TDC,tdc_coinc_left_BHC05-RF,BHC/Paddle05/TDC/tdc_coinc_left_BHC05-RF,1,1,0,88040,-407.50,0.02,3.65,0.01,1520.87,10.52,1223.47,54,-421.26,-393.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,06,TDC,tdc_coinc_left_BHC06-RF,BHC/Paddle06/TDC/tdc_coinc_left_BHC06-RF,1,1,0,119727,-406.15,0.02,3.65,0.01,2103.47,12.44,1445.33,54,-419.76,-391.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,07,TDC,tdc_coinc_left_BHC07-RF,BHC/Paddle07/TDC/tdc_coinc_left_BHC07-RF,1,1,0,150016,-406.10,0.02,3.70,0.01,2581.29,13.74,1664.80,54,-418.26,-390.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,08,TDC,tdc_coinc_left_BHC08-RF,BHC/Paddle08/TDC/tdc_coinc_left_BHC08-RF,1,1,0,153525,-403.75,0.02,3.64,0.01,2695.75,14.07,1884.89,54,-417.26,-389.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,09,TDC,tdc_coinc_left_BHC09-RF,BHC/Paddle09/TDC/tdc_coinc_left_BHC09-RF,1,1,0,124015,-404.60,0.02,3.67,0.01,2162.15,12.60,1332.02,50,-417.63,-390.87,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,10,TDC,tdc_coinc_left_BHC10-RF,BHC/Paddle10/TDC/tdc_coinc_left_BHC10-RF,1,1,0,92053,-404.31,0.02,3.71,0.01,1576.79,10.77,1123.80,54,-418.26,-390.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,11,TDC,tdc_coinc_left_BHC11-RF,BHC/Paddle11/TDC/tdc_coinc_left_BHC11-RF,1,1,0,74631,-404.42,0.03,3.80,0.02,1240.01,9.57,861.86,54,-417.26,-389.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,12,TDC,tdc_coinc_left_BHC12-RF,BHC/Paddle12/TDC/tdc_coinc_left_BHC12-RF,1,1,0,13908,-406.55,0.06,4.01,0.04,217.92,4,131.87,49,-420.26,-392.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,13,TDC,tdc_coinc_left_BHC13-RF,BHC/Paddle13/TDC/tdc_coinc_left_BHC13-RF,1,1,0,4172,-406.75,0.12,3.84,0.08,64.56,2.23,55.42,39,-418.58,-396.92,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,14,TDC,tdc_coinc_left_BHC14-RF,BHC/Paddle14/TDC/tdc_coinc_left_BHC14-RF,1,1,0,3065,-408.64,0.13,3.69,0.09,48.95,2.01,44.13,42,-422.76,-394.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHC,15,TDC,tdc_coinc_left_BHC15-RF,BHC/Paddle15/TDC/tdc_coinc_left_BHC15-RF,1,1,0,2143,-406.79,0.21,3.78,0.17,19.59,1.29,45.51,35,-420.21,-397.29,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,00,QDC,qdc_hit_BHD00down,BHD/Paddle00/QDC/qdc_hit_BHD00down,1,1,0,5472,147.55,0.64,24.28,0.68,45.69,1.22,88.94,82,97.46,181.54,ok,1,1,automatic broad-peak search,147.75,1.18,25.80,2.49,46.69,1.54,47.49,44,124.69,171.50,0,636.25,2.76,55.37,38.83,5.64,0.55,17.56,16,621.50,640,0,488.50,3,ok
35567,BHD,01,QDC,qdc_hit_BHD01down,BHD/Paddle01/QDC/qdc_hit_BHD01down,1,1,0,8425,142.19,0.46,26.74,0.44,62.77,1.30,116.70,112,83.18,197.82,ok,1,1,automatic broad-peak search,142.48,1.21,26.58,2.97,65.07,1.91,39.12,39,121.59,163.50,0,260.50,3.96,12.47,10.68,6.59,0.98,16.19,10,256.50,268.50,0,118.02,4.14,ok
35567,BHD,02,QDC,qdc_hit_BHD02down,BHD/Paddle02/QDC/qdc_hit_BHD02down,1,1,0,13837,157.65,0.35,26.20,0.34,105.06,1.72,132.63,110,101.45,213.55,ok,1,1,automatic broad-peak search,158.45,0.61,22.33,1.13,112.58,2.43,54.49,43,135.63,181.50,0,679.25,20.05,210.41,162.64,15.03,0.45,62.71,70,643,715.50,0,520.80,20.06,ok
35567,BHD,03,QDC,qdc_hit_BHD03down,BHD/Paddle03/QDC/qdc_hit_BHD03down,1,1,0,37568,164.30,0.24,31.01,0.24,244.84,2.44,336.09,142,92.89,238.11,ok,1,1,automatic broad-peak search,165.74,0.42,25.43,0.79,267.97,3.53,34.77,49,140,191.50,0,755,3.04,98.95,7.48,39.70,0.77,133.20,152,675.11,829.50,0,589.26,3.07,ok
35567,BHD,04,QDC,qdc_hit_BHD04down,BHD/Paddle04/QDC/qdc_hit_BHD04down,1,1,0,103051,132.68,0.18,36.01,0.17,556.64,3.40,770.51,168,55.15,225.85,ok,1,1,automatic broad-peak search,136.40,0.38,30.21,0.85,604.21,5.25,57.37,49,110.50,162.09,0,602.99,1.75,107.93,4.41,143.34,1.43,160.33,161,520.67,684.50,0,466.59,1.79,ok
35567,BHD,05,QDC,qdc_hit_BHD05down,BHD/Paddle05/QDC/qdc_hit_BHD05down,1,1,0,186711,126.70,0.15,43.08,0.15,798.17,3.69,1257.58,214,18.22,234.78,ok,1,1,automatic broad-peak search,129.86,0.30,36.14,0.59,867.99,5.46,82.25,67,95.08,164.50,0,426,0.58,149.46,116.79,253.21,2.21,189.07,49,400.50,451.50,0,296.14,0.65,ok
35567,BHD,06,QDC,qdc_hit_BHD06down,BHD/Paddle06/QDC/qdc_hit_BHD06down,1,1,0,243032,141.12,0.18,57.06,0.20,710.62,3.23,43350.27,519,0,522.28,ok,1,1,automatic broad-peak search,146.66,0.38,47.71,0.80,794.13,4.64,82.61,85,102.50,190.49,0,573.13,1.37,117.15,4.03,381.27,2.40,137.43,150,497.50,649.66,0,426.47,1.42,ok
35567,BHD,07,QDC,qdc_hit_BHD07down,BHD/Paddle07/QDC/qdc_hit_BHD07down,1,1,0,218203,152.48,0.16,46.23,0.16,814.96,3.67,2213.93,228,49.58,281.42,ok,1,1,automatic broad-peak search,157.17,0.34,38.04,0.72,893.86,5.59,84.58,65,123.50,190.68,0,544.50,1.30,113.32,3.68,366.99,2.35,157.87,151,467.50,620.77,0,387.32,1.34,ok
35567,BHD,08,QDC,qdc_hit_BHD08down,BHD/Paddle08/QDC/qdc_hit_BHD08down,1,1,0,121516,118.95,0.20,47.17,0.21,501.88,2.96,16133.87,519,0,522.28,ok,1,1,automatic broad-peak search,123.47,0.44,36.41,0.98,575.48,4.69,49.04,59,92.50,154.10,0,641.05,1.80,140.70,4.20,143.49,1.21,229.86,228,525.50,756.41,0,517.58,1.85,ok
35567,BHD,09,QDC,qdc_hit_BHD09down,BHD/Paddle09/QDC/qdc_hit_BHD09down,1,1,0,41151,135.55,0.26,34.63,0.25,239.33,2.27,334.62,158,51.25,211.75,ok,1,1,automatic broad-peak search,136.83,0.52,29.01,1.06,260.23,3.39,58.22,51,109.91,163.50,0,727.31,2.96,122.98,6.69,42.17,0.69,207.81,206,623.40,831.50,0,590.48,3.01,ok
35567,BHD,10,QDC,qdc_hit_BHD10down,BHD/Paddle10/QDC/qdc_hit_BHD10down,1,1,0,12997,132.85,0.35,26.92,0.32,105.18,1.67,164.77,120,72.35,194.65,ok,1,1,automatic broad-peak search,130.29,0.92,27.02,2.16,108.57,2.41,38.35,41,109.30,152.50,0,268.75,6.96,50.72,68.21,16.20,0.96,20.81,30,257.15,289.50,0,138.46,7.02,ok
35567,BHD,11,QDC,qdc_hit_BHD11down,BHD/Paddle11/QDC/qdc_hit_BHD11down,1,1,0,7373,144.92,0.46,24.29,0.45,61.67,1.36,113.71,96,90.82,190.18,ok,1,1,automatic broad-peak search,141.75,1.05,19.66,2.57,64.91,2.21,41.60,28,127.28,157.50,0,264.50,3.94,36.47,24.03,6.81,0.87,21.96,10,256.50,268.50,0,122.75,4.07,ok
35567,BHD,12,QDC,qdc_hit_BHD12down,BHD/Paddle12/QDC/qdc_hit_BHD12down,1,1,0,4919,139.70,1.01,24.27,1.40,40.56,1.29,55.91,56,105.20,163.80,ok,1,1,automatic broad-peak search,138.70,1.49,25.15,3.56,41.50,1.56,34.81,37,119.54,159.50,0,542.75,18.31,96.97,74.05,4.22,0.33,89.07,87,498,587.50,0,404.05,18.37,ok
35567,BHD,00,TDC,tdc_coinc_down_BHD00-RF,BHD/Paddle00/TDC/tdc_coinc_down_BHD00-RF,1,1,0,5148,-407.27,0.17,4.88,0.18,68.81,2.38,58.70,30,-414.53,-397.97,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,01,TDC,tdc_coinc_down_BHD01-RF,BHD/Paddle01/TDC/tdc_coinc_down_BHD01-RF,1,1,0,8071,-401,0.09,4.13,0.06,125.68,3,168.29,53,-414.26,-386.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,02,TDC,tdc_coinc_down_BHD02-RF,BHD/Paddle02/TDC/tdc_coinc_down_BHD02-RF,1,1,0,13497,-402.62,0.06,3.93,0.04,219.38,4.03,257.33,54,-415.26,-387.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,03,TDC,tdc_coinc_down_BHD03-RF,BHD/Paddle03/TDC/tdc_coinc_down_BHD03-RF,1,1,0,36425,-402.34,0.03,3.60,0.02,620.85,6.95,983.65,54,-415.26,-387.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,04,TDC,tdc_coinc_down_BHD04-RF,BHD/Paddle04/TDC/tdc_coinc_down_BHD04-RF,1,1,0,114102,-405.88,0.02,3.45,0.01,2061.20,12.73,2396.85,54,-417.76,-389.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,05,TDC,tdc_coinc_down_BHD05-RF,BHD/Paddle05/TDC/tdc_coinc_down_BHD05-RF,1,1,0,231751,-405.12,0.01,3.26,0.01,4394.60,18.75,5776.60,54,-418.26,-390.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,06,TDC,tdc_coinc_down_BHD06-RF,BHD/Paddle06/TDC/tdc_coinc_down_BHD06-RF,1,1,0,340556,-405.30,0.01,3.44,0.01,6076.59,21.52,10296.58,54,-419.76,-391.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,07,TDC,tdc_coinc_down_BHD07-RF,BHD/Paddle07/TDC/tdc_coinc_down_BHD07-RF,1,1,0,290144,-404.60,0.01,3.25,0.01,5427.85,20.78,9152.68,53,-417.76,-389.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,08,TDC,tdc_coinc_down_BHD08-RF,BHD/Paddle08/TDC/tdc_coinc_down_BHD08-RF,1,1,0,138136,-403.86,0.02,3.64,0.01,2354.25,13.16,3237.25,50,-417.26,-389.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,09,TDC,tdc_coinc_down_BHD09-RF,BHD/Paddle09/TDC/tdc_coinc_down_BHD09-RF,1,1,0,41226,-404.43,0.04,3.89,0.02,654.84,6.87,1039.13,48,-416.13,-389.37,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,10,TDC,tdc_coinc_down_BHD10-RF,BHD/Paddle10/TDC/tdc_coinc_down_BHD10-RF,1,1,0,12038,-403.79,0.07,4.14,0.05,177.83,3.63,286.72,52,-416.90,-387.60,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,11,TDC,tdc_coinc_down_BHD11-RF,BHD/Paddle11/TDC/tdc_coinc_down_BHD11-RF,1,1,0,6968,-404.57,0.11,4.75,0.08,95.66,2.47,81.05,46,-418.40,-389.10,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35567,BHD,12,TDC,tdc_coinc_down_BHD12-RF,BHD/Paddle12/TDC/tdc_coinc_down_BHD12-RF,1,1,0,4688,-405.83,0.12,4.44,0.09,64.62,2.09,87,46,-422.26,-394.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,00,QDC,qdc_hit_BHC00left,BHC/Paddle00/QDC/qdc_hit_BHC00left,1,1,0,2290,122.64,0.36,12.15,0.33,44.40,1.62,47.79,54,93.47,149.53,ok,1,1,automatic broad-peak search,121.37,0.58,10.07,1.02,47.75,2.30,10.18,19,110.50,132.38,0,206.88,0.98,4.19,1.37,3.59,0.88,5.44,9,201.50,212.77,0,85.51,1.14,ok
35568,BHC,01,QDC,qdc_hit_BHC01left,BHC/Paddle01/QDC/qdc_hit_BHC01left,1,1,0,3205,128.13,0.37,13.82,0.39,51.23,1.70,49.18,56,96.20,154.80,ok,1,1,automatic broad-peak search,127.73,0.55,10.85,0.95,57.17,2.42,16.45,21,116.08,139.50,0,214.16,3.77,6.53,3.60,3.86,0.81,13.51,10,206.50,218.50,0,86.43,3.81,ok
35568,BHC,02,QDC,qdc_hit_BHC02left,BHC/Paddle02/QDC/qdc_hit_BHC02left,1,1,0,4387,132.69,0.30,13.34,0.31,70.46,2.04,95.93,58,105.93,167.07,ok,1,1,automatic broad-peak search,132.97,0.53,11.26,0.98,78.73,2.88,23.04,20,121.58,144.50,0,208.97,0.87,4.31,1.31,6.63,1.23,9.37,8,204.28,214.97,0,76,1.02,ok
35568,BHC,03,QDC,qdc_hit_BHC03left,BHC/Paddle03/QDC/qdc_hit_BHC03left,1,1,0,15169,133.39,0.20,18.05,0.19,204.67,2.90,224.53,92,81.37,175.63,ok,1,1,automatic broad-peak search,132.49,0.36,14.45,0.68,226.64,4.34,21.28,26,118.17,146.50,0,386.75,9.23,103.24,81.18,16,0.67,30.23,33,369,404.50,0,254.26,9.24,ok
