run,plane,paddle,type,histogram,hist_path,found,fit_ok,fit_status,entries,peak,peak_uncertainty,sigma,sigma_uncertainty,amplitude,amplitude_uncertainty,chi2,ndf,fit_low,fit_high,message,two_peaks_found,two_peak_fit_ok,seed_method,pedestal_peak,pedestal_peak_uncertainty,pedestal_sigma,pedestal_sigma_uncertainty,pedestal_amplitude,pedestal_amplitude_uncertainty,pedestal_chi2,pedestal_ndf,pedestal_fit_low,pedestal_fit_high,pedestal_fit_status,signal_peak,signal_peak_uncertainty,signal_sigma,signal_sigma_uncertainty,signal_amplitude,signal_amplitude_uncertainty,signal_chi2,signal_ndf,signal_fit_low,signal_fit_high,signal_fit_status,peak_separation,peak_separation_uncertainty,two_peak_message
35568,BHC,04,QDC,qdc_hit_BHC04left,BHC/Paddle04/QDC/qdc_hit_BHC04left,1,1,0,77062,136.47,0.11,21.39,0.10,764.70,5.12,589.14,110,82.45,194.55,ok,1,1,automatic broad-peak search,137.22,0.20,18.41,0.38,829.80,7.27,31.68,35,118.50,155.87,0,471.75,4.21,54.81,54.68,79.08,2.05,16.83,16,462.50,481,0,334.53,4.22,ok
35568,BHC,05,QDC,qdc_hit_BHC05left,BHC/Paddle05/QDC/qdc_hit_BHC05left,1,1,0,107555,135.61,0.11,26.52,0.10,930.04,5.08,996.83,138,71.44,211.56,ok,1,1,automatic broad-peak search,137.26,0.24,21.66,0.53,1017.08,7.97,41.99,35,118.50,156.20,0,414.25,0.89,120.51,45.79,182.62,2.49,85.64,64,381,447.50,0,276.99,0.93,ok
35568,BHC,06,QDC,qdc_hit_BHC06left,BHC/Paddle06/QDC/qdc_hit_BHC06left,1,1,0,131531,146.17,0.12,29.88,0.11,915.50,4.68,763.78,154,67.52,225.48,ok,1,1,automatic broad-peak search,147.70,0.26,26.52,0.53,974.92,6.89,31.69,46,123.50,171.96,0,416,0.25,87.72,9.88,270.31,2.78,90.85,77,376.50,455.50,0,268.30,0.36,ok
35568,BHC,07,QDC,qdc_hit_BHC07left,BHC/Paddle07/QDC/qdc_hit_BHC07left,1,1,0,189767,143.26,0.08,27.35,0.08,1659.73,6.57,1399.24,148,72.34,222.66,ok,1,1,automatic broad-peak search,144.34,0.18,23.97,0.38,1772.30,9.80,54.58,41,122.50,166.17,0,359.55,0.96,57.79,2.90,399.23,3.53,68.83,71,322.23,395.50,0,215.21,0.98,ok
35568,BHC,08,QDC,qdc_hit_BHC08left,BHC/Paddle08/QDC/qdc_hit_BHC08left,1,1,0,174128,120.43,0.09,27.82,0.08,1418.76,5.98,917.70,150,40.07,192.93,ok,1,1,automatic broad-peak search,122.19,0.22,25.11,0.50,1505.74,9.10,51.27,40,100.50,143.36,0,357.14,0.87,67.24,2.26,377.90,2.97,74.74,97,307.35,406.50,0,234.95,0.90,ok
35568,BHC,09,QDC,qdc_hit_BHC09left,BHC/Paddle09/QDC/qdc_hit_BHC09left,1,1,0,129402,128.12,0.11,26.60,0.10,1002.99,5.18,871.91,134,58.71,196.29,ok,1,1,automatic broad-peak search,127.30,0.21,23.34,0.41,1070.10,7.48,53.49,43,104.50,149.94,0,319.75,0.22,49.13,4.89,361.54,4.07,72,47,295,344.50,0,192.45,0.31,ok
35568,BHC,10,QDC,qdc_hit_BHC10left,BHC/Paddle10/QDC/qdc_hit_BHC10left,1,1,0,98380,133.26,0.12,25.84,0.11,814.16,4.82,1042.79,138,64.44,204.56,ok,1,1,automatic broad-peak search,132.42,0.23,21.15,0.47,895.08,7.32,26.12,37,112.50,152.38,0,370.14,1.39,61.49,4.47,241.26,2.74,76.16,71,333.50,407.19,0,237.72,1.41,ok
35568,BHC,11,QDC,qdc_hit_BHC11left,BHC/Paddle11/QDC/qdc_hit_BHC11left,1,1,0,79636,137.97,0.11,22.32,0.11,760.28,4.97,553.92,112,80.18,194.82,ok,1,1,automatic broad-peak search,139.16,0.21,18.85,0.40,827.29,7.25,43.39,35,120.50,157.69,0,414.18,0.97,61.86,2.14,184.02,2.01,106.04,105,360.50,467.72,0,275.01,1,ok
35568,BHC,12,QDC,qdc_hit_BHC12left,BHC/Paddle12/QDC/qdc_hit_BHC12left,1,1,0,16470,129.46,0.18,16.66,0.17,232.67,3.24,177.37,84,79.19,165.81,ok,1,1,automatic broad-peak search,129.14,0.36,14.24,0.73,252.84,4.74,18.19,24,115.82,142.50,0,390.25,8.05,36.69,22.53,21.30,1.21,31.72,30,374,406.50,0,261.11,8.06,ok
35568,BHC,13,QDC,qdc_hit_BHC13left,BHC/Paddle13/QDC/qdc_hit_BHC13left,1,1,0,5205,136.65,0.27,13.60,0.28,86.53,2.25,125.87,60,103.65,167.35,ok,1,1,automatic broad-peak search,136.02,0.86,13.84,2.20,94.59,3.30,25.68,17,126.92,146.50,0,226.24,0.82,4.29,0.97,6.20,1.10,8.87,10,221.50,233.50,0,90.22,1.19,ok
35568,BHC,14,QDC,qdc_hit_BHC14left,BHC/Paddle14/QDC/qdc_hit_BHC14left,1,1,0,3594,148.09,0.35,13.32,0.35,56.91,1.81,61.23,54,116.47,172.53,ok,1,1,automatic broad-peak search,148.16,0.67,12.13,1.37,60.78,2.52,15.83,20,137.25,159.50,0,244.84,0.48,2.58,0.49,6.04,1.32,11.17,7,239.62,249.62,0,96.67,0.83,ok
35568,BHC,15,QDC,qdc_hit_BHC15left,BHC/Paddle15/QDC/qdc_hit_BHC15left,1,1,0,2663,150.63,0.33,11.36,0.33,56.27,1.91,45.70,42,127.57,173.43,ok,1,1,separated-window fallback,150.62,0.54,10.80,0.92,58.62,2.44,23.07,21,138.50,162.17,0,472.25,6.82,53.28,46.24,2.72,0.43,19.92,24,451.50,478.01,0,321.63,6.84,ok
35568,BHC,00,TDC,tdc_coinc_left_BHC00-RF,BHC/Paddle00/TDC/tdc_coinc_left_BHC00-RF,1,1,0,1904,-407.93,0.24,3.35,0.24,18.66,1.45,17.58,22,-415.12,-402.38,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,01,TDC,tdc_coinc_left_BHC01-RF,BHC/Paddle01/TDC/tdc_coinc_left_BHC01-RF,1,1,0,2575,-405.87,0.14,3.62,0.12,41.62,1.94,36.11,33,-413.94,-393.56,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,02,TDC,tdc_coinc_left_BHC02-RF,BHC/Paddle02/TDC/tdc_coinc_left_BHC02-RF,1,1,0,3638,-406.57,0.20,4.35,0.24,54.99,2.33,40.12,22,-413.62,-400.88,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,03,TDC,tdc_coinc_left_BHC03-RF,BHC/Paddle03/TDC/tdc_coinc_left_BHC03-RF,1,1,0,11377,-405.59,0.06,3.82,0.04,187.67,3.74,130.81,52,-419.26,-391.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,04,TDC,tdc_coinc_left_BHC04-RF,BHC/Paddle04/TDC/tdc_coinc_left_BHC04-RF,1,1,0,71071,-408.52,0.03,3.72,0.02,1208.23,9.44,996.80,54,-421.26,-393.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,05,TDC,tdc_coinc_left_BHC05-RF,BHC/Paddle05/TDC/tdc_coinc_left_BHC05-RF,1,1,0,88006,-407.45,0.02,3.63,0.01,1531.15,10.61,1265.91,56,-420.90,-391.60,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,06,TDC,tdc_coinc_left_BHC06-RF,BHC/Paddle06/TDC/tdc_coinc_left_BHC06-RF,1,1,0,119508,-406.20,0.02,3.58,0.01,2122.71,12.51,1738.81,54,-420.76,-392.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,07,TDC,tdc_coinc_left_BHC07-RF,BHC/Paddle07/TDC/tdc_coinc_left_BHC07-RF,1,1,0,150645,-406.10,0.02,3.71,0.01,2587.60,13.73,1680.36,56,-419.90,-390.60,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,08,TDC,tdc_coinc_left_BHC08-RF,BHC/Paddle08/TDC/tdc_coinc_left_BHC08-RF,1,1,0,153974,-403.70,0.02,3.69,0.01,2705.05,14.07,1730.55,54,-416.76,-388.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,09,TDC,tdc_coinc_left_BHC09-RF,BHC/Paddle09/TDC/tdc_coinc_left_BHC09-RF,1,1,0,123709,-404.62,0.02,3.66,0.01,2160.62,12.63,1450.10,54,-418.26,-390.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,10,TDC,tdc_coinc_left_BHC10-RF,BHC/Paddle10/TDC/tdc_coinc_left_BHC10-RF,1,1,0,91795,-404.32,0.02,3.68,0.01,1578.96,10.79,1192.52,54,-417.26,-389.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,11,TDC,tdc_coinc_left_BHC11-RF,BHC/Paddle11/TDC/tdc_coinc_left_BHC11-RF,1,1,0,73794,-404.42,0.03,3.77,0.02,1247.86,9.62,856.88,54,-418.26,-390.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,12,TDC,tdc_coinc_left_BHC12-RF,BHC/Paddle12/TDC/tdc_coinc_left_BHC12-RF,1,1,0,13750,-406.61,0.06,4.03,0.04,212.78,3.91,150.64,51,-419.90,-390.60,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,13,TDC,tdc_coinc_left_BHC13-RF,BHC/Paddle13/TDC/tdc_coinc_left_BHC13-RF,1,1,0,4131,-406.78,0.12,3.81,0.08,64.14,2.25,67.80,37,-418.08,-396.42,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,14,TDC,tdc_coinc_left_BHC14-RF,BHC/Paddle14/TDC/tdc_coinc_left_BHC14-RF,1,1,0,3025,-408.43,0.14,3.86,0.10,46.57,1.89,42.31,41,-424.04,-393.46,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHC,15,TDC,tdc_coinc_left_BHC15-RF,BHC/Paddle15/TDC/tdc_coinc_left_BHC15-RF,1,1,0,2095,-403.43,5.75,11.44,5.66,17.04,1.66,17.11,12,-411.07,-403.43,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,00,QDC,qdc_hit_BHD00down,BHD/Paddle00/QDC/qdc_hit_BHD00down,1,1,0,5432,146.71,0.88,21.29,1.30,49.74,1.55,58.97,46,118.30,166.70,ok,1,1,automatic broad-peak search,148.42,1.29,22.12,3.49,51.09,1.90,40.12,30,132.05,164.50,0,576.50,1.53,27.32,7.71,5.47,0.52,70.04,46,552.50,600.50,0,428.08,2,ok
35568,BHD,01,QDC,qdc_hit_BHD01down,BHD/Paddle01/QDC/qdc_hit_BHD01down,1,1,0,8369,143.39,0.47,27.79,0.41,61.19,1.23,121.12,124,76.81,204.19,ok,1,0,automatic broad-peak search,142.65,1.60,32.87,4.32,60.61,1.73,35.38,44,119.78,166.50,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,pedestal: ok (refined symmetric core); signal: could not construct symmetric core window
35568,BHD,02,QDC,qdc_hit_BHD02down,BHD/Paddle02/QDC/qdc_hit_BHD02down,1,1,0,13865,157.87,0.33,26.39,0.31,106.90,1.71,186.20,132,83.98,219.02,ok,1,1,automatic broad-peak search,158.79,0.65,22.31,1.29,115.45,2.54,24.35,40,137.50,180.03,0,278.68,0.74,4.77,1.14,10.14,1.46,7.68,9,273.50,284.73,0,119.89,0.98,ok
35568,BHD,03,QDC,qdc_hit_BHD03down,BHD/Paddle03/QDC/qdc_hit_BHD03down,1,1,0,39071,167.99,0.32,42.07,0.33,196.92,1.91,412.70,186,83.23,271.77,ok,1,1,automatic broad-peak search,167.49,0.64,33.85,1.35,217.32,2.91,49.60,58,137.50,197.84,0,918.97,4.28,168.46,9.89,29.27,0.50,285.99,277,778.89,1058.50,0,751.48,4.33,ok
35568,BHD,04,QDC,qdc_hit_BHD04down,BHD/Paddle04/QDC/qdc_hit_BHD04down,1,1,0,103743,132.65,0.23,50.60,0.24,404.33,2.58,9700.07,519,0,522.28,ok,1,1,automatic broad-peak search,137.65,0.43,37.02,0.86,471.93,4.02,95.07,67,102.69,172.50,0,747.05,2,133.66,4.67,111.55,1.10,195.87,216,635.70,854.50,0,609.40,2.04,ok
35568,BHD,05,QDC,qdc_hit_BHD05down,BHD/Paddle05/QDC/qdc_hit_BHD05down,1,1,0,188001,127.03,0.21,57.77,0.23,604.51,3.01,28757.48,519,0,522.28,ok,1,1,automatic broad-peak search,129.92,0.44,46.69,0.98,680.53,4.46,61.58,78,89.51,170.50,0,598.63,1.44,129.70,3.57,245.13,1.70,208.63,197,498.50,698.31,0,468.71,1.50,ok
35568,BHD,06,QDC,qdc_hit_BHD06down,BHD/Paddle06/QDC/qdc_hit_BHD06down,1,1,0,243611,138.32,0.25,71.76,0.28,566.66,2.66,23242.87,519,0,522.28,ok,1,1,automatic broad-peak search,145.77,0.54,60.25,1.23,625.31,3.81,118.95,99,94.72,196.50,0,698.31,1.59,157.51,4.29,296.86,1.75,237.39,222,585.50,809.81,0,552.54,1.68,ok
35568,BHD,07,QDC,qdc_hit_BHD07down,BHD/Paddle07/QDC/qdc_hit_BHD07down,1,1,0,219184,149.38,0.21,62.75,0.22,612.07,2.85,22231.21,519,0,522.28,ok,1,1,automatic broad-peak search,154.07,0.43,52.37,0.87,681.01,4.08,92.55,95,105.16,202.50,0,658.75,1.37,138.33,3.40,290.15,1.79,209.77,210,553.50,765.79,0,504.68,1.43,ok
35568,BHD,08,QDC,qdc_hit_BHD08down,BHD/Paddle08/QDC/qdc_hit_BHD08down,1,1,0,121732,118.77,0.20,47.64,0.21,496.97,2.95,16238.76,519,0,522.28,ok,1,1,automatic broad-peak search,123.39,0.39,36.72,0.79,570.33,4.45,84.03,66,88.99,157.50,0,642.65,1.83,145.41,4.26,143.63,1.19,176.09,236,522.50,760.66,0,519.26,1.87,ok
35568,BHD,09,QDC,qdc_hit_BHD09down,BHD/Paddle09/QDC/qdc_hit_BHD09down,1,1,0,40708,136.27,0.26,34.70,0.25,238.09,2.25,284.62,160,50.97,214.03,ok,1,1,automatic broad-peak search,138.03,0.50,29.28,1.01,256.83,3.32,37.05,53,110.21,165.50,0,726.37,3.51,110.17,9.52,42.53,0.79,136.77,154,648.28,804.50,0,588.34,3.55,ok
35568,BHD,10,QDC,qdc_hit_BHD10down,BHD/Paddle10/QDC/qdc_hit_BHD10down,1,1,0,13022,132.95,0.37,27.76,0.33,100.38,1.59,197.96,126,65.53,195.47,ok,1,1,automatic broad-peak search,130.94,0.86,27.03,1.91,103.07,2.28,53.66,44,107.63,154.50,0,256.75,2.25,46.06,23.50,16.58,1.02,16.81,13,249,264.50,0,125.81,2.41,ok
35568,BHD,11,QDC,qdc_hit_BHD11down,BHD/Paddle11/QDC/qdc_hit_BHD11down,1,1,0,7474,144.70,0.48,25.27,0.49,60.96,1.35,83.57,96,95.82,195.18,ok,1,1,automatic broad-peak search,145.29,1.06,24.71,2.32,63.19,1.87,29.85,40,123.50,165.68,0,250.37,1.38,6.87,3.26,8.84,1.32,9.83,9,244.50,255.59,0,105.08,1.73,ok
35568,BHD,12,QDC,qdc_hit_BHD12down,BHD/Paddle12/QDC/qdc_hit_BHD12down,1,1,0,5080,137.62,0.53,22.51,0.54,43.02,1.20,90.06,88,89.64,181.36,ok,1,1,automatic broad-peak search,138.10,1.20,20.18,2.86,45.31,1.80,18.63,30,121.58,154.50,0,583.21,2.78,9.72,4.04,6.18,0.90,18.20,15,574.62,592.50,0,445.10,3.03,ok
35568,BHD,00,TDC,tdc_coinc_down_BHD00-RF,BHD/Paddle00/TDC/tdc_coinc_down_BHD00-RF,1,1,0,5125,-407.21,0.17,5.07,0.20,65.38,2.31,63.84,30,-415.03,-398.47,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,01,TDC,tdc_coinc_down_BHD01-RF,BHD/Paddle01/TDC/tdc_coinc_down_BHD01-RF,1,1,0,7957,-401.04,0.08,3.94,0.05,127.16,3.07,170.06,54,-412.76,-384.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,02,TDC,tdc_coinc_down_BHD02-RF,BHD/Paddle02/TDC/tdc_coinc_down_BHD02-RF,1,1,0,13497,-402.77,0.06,3.85,0.04,216.60,4.02,297.58,52,-416.76,-388.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,03,TDC,tdc_coinc_down_BHD03-RF,BHD/Paddle03/TDC/tdc_coinc_down_BHD03-RF,1,1,0,36430,-402.43,0.04,3.57,0.02,616.45,6.84,1020.97,54,-414.26,-386.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,04,TDC,tdc_coinc_down_BHD04-RF,BHD/Paddle04/TDC/tdc_coinc_down_BHD04-RF,1,1,0,114702,-406.01,0.02,3.41,0.01,2107.40,12.94,2552.76,54,-418.76,-390.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,05,TDC,tdc_coinc_down_BHD05-RF,BHD/Paddle05/TDC/tdc_coinc_down_BHD05-RF,1,1,0,232421,-405.24,0.01,3.23,0.01,4449.45,18.87,5916.88,50,-418.63,-391.87,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,06,TDC,tdc_coinc_down_BHD06-RF,BHD/Paddle06/TDC/tdc_coinc_down_BHD06-RF,1,1,0,340716,-405.31,0.01,3.47,0.01,5982.23,21.32,10197.47,54,-418.26,-390.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,07,TDC,tdc_coinc_down_BHD07-RF,BHD/Paddle07/TDC/tdc_coinc_down_BHD07-RF,1,1,0,291184,-404.77,0.01,3.20,0.01,5492.88,20.95,9880.39,51,-419.26,-391.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,08,TDC,tdc_coinc_down_BHD08-RF,BHD/Paddle08/TDC/tdc_coinc_down_BHD08-RF,1,1,0,137932,-403.81,0.02,3.64,0.01,2346.89,13.08,3546.48,53,-416.76,-388.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,09,TDC,tdc_coinc_down_BHD09-RF,BHD/Paddle09/TDC/tdc_coinc_down_BHD09-RF,1,1,0,40731,-404.37,0.04,4.07,0.03,625.21,6.71,925.95,50,-417.26,-389.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,10,TDC,tdc_coinc_down_BHD10-RF,BHD/Paddle10/TDC/tdc_coinc_down_BHD10-RF,1,1,0,12061,-403.44,0.07,4.28,0.05,173.94,3.50,264.29,47,-416.26,-388.24,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,11,TDC,tdc_coinc_down_BHD11-RF,BHD/Paddle11/TDC/tdc_coinc_down_BHD11-RF,1,1,0,6985,-404.53,0.10,4.58,0.07,98.77,2.55,144.65,45,-422.54,-391.96,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35568,BHD,12,TDC,tdc_coinc_down_BHD12-RF,BHD/Paddle12/TDC/tdc_coinc_down_BHD12-RF,1,1,0,4869,-405.93,0.12,4.63,0.09,69.21,2.15,95.77,42,-422.76,-394.74,ok,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,not applicable for TDC
35569,BHC,00,QDC,qdc_hit_BHC00left,BHC/Paddle00/QDC/qdc_hit_BHC00left,1,1,0,2298,122.01,0.38,13.07,0.36,41.19,1.52,49.64,60,90.65,154.35,ok,1,1,automatic broad-peak search,122.27,0.70,11.66,1.31,44.40,2.12,7.82,21,110.50,133.85,0,188.11,2.27,5.11,2.23,3.83,0.88,7.32,9,183.50,194.84,0,65.84,2.38,ok
35569,BHC,01,QDC,qdc_hit_BHC01left,BHC/Paddle01/QDC/qdc_hit_BHC01left,1,1,0,3293,128.36,0.42,11.47,0.53,56.32,2.10,50.19,32,109.67,145.33,ok,1,0,automatic broad-peak search,128.02,0.52,10.04,0.91,59.85,2.58,29.59,19,117.05,138.50,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,pedestal: ok (refined symmetric core); signal: could not construct symmetric core window
35569,BHC,02,QDC,qdc_hit_BHC02left,BHC/Paddle02/QDC/qdc_hit_BHC02left,1,1,0,4415,132.21,0.31,13.91,0.32,69.81,1.98,104.54,60,104.65,168.35,ok,1,0,automatic broad-peak search,131.66,0.57,11.64,1.08,78.47,2.86,25.95,20,120.74,143.50,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-999,nan,nan,pedestal: ok (refined symmetric core); signal: could not construct symmetric core window
35569,BHC,03,QDC,qdc_hit_BHC03left,BHC/Paddle03/QDC/qdc_hit_BHC03left,1,1,0,15110,133.02,0.20,17.86,0.20,205.92,2.95,205.43,84,84.19,170.81,ok,1,1,automatic broad-peak search,131.82,0.44,15.05,0.98,225.33,4.54,29.21,23,119.08,144.50,0,368.50,7.73,103.28,97.22,12.57,0.60,44.56,32,351.50,385.50,0,236.68,7.74,ok
35569,BHC,04,QDC,qdc_hit_BHC04left,BHC/Paddle04/QDC/qdc_hit_BHC04left,1,1,0,77059,136.23,0.11,20.79,0.10,777.40,5.24,447.37,98,86.54,188.46,ok,1,1,automatic broad-peak search,137.20,0.20,17.69,0.38,841.81,7.52,48.09,33,119.50,154.80,0,367.50,0.67,67.56,28.42,171.64,3.08,54.66,38,347.50,387.50,0,230.30,0.70,ok
35569,BHC,05,QDC,qdc_hit_BHC05left,BHC/Paddle05/QDC/qdc_hit_BHC05left,1,1,0,107956,135.59,0.11,26.07,0.10,947.20,5.11,705.41,130,68.26,200.74,ok,1,1,automatic broad-peak search,137.47,0.21,22.43,0.40,1021.85,7.40,34.96,42,115.17,159.50,0,412,0.29,95.34,19.84,182.49,2.40,113.26,69,376.50,447.50,0,274.53,0.36,ok
35569,BHC,06,QDC,qdc_hit_BHC06left,BHC/Paddle06/QDC/qdc_hit_BHC06left,1,1,0,132059,145.97,0.12,30.17,0.11,913.46,4.65,819.29,158,65.25,225.75,ok,1,1,automatic broad-peak search,147.44,0.24,25.33,0.47,987.27,6.96,63.78,46,123.04,171.50,0,418,0.13,59.51,4.01,282.50,3.01,74.01,69,382.50,453.50,0,270.56,0.27,ok
35569,BHC,07,QDC,qdc_hit_BHC07left,BHC/Paddle07/QDC/qdc_hit_BHC07left,1,1,0,189659,143.26,0.08,27.07,0.07,1670.03,6.58,907.13,140,75.16,217.84,ok,1,1,automatic broad-peak search,144.53,0.19,24.27,0.40,1761.82,9.76,47.85,41,122.50,166.40,0,359.81,0.75,63.43,1.78,397.61,3.03,105.59,99,309.49,410.50,0,215.29,0.77,ok
35569,BHC,08,QDC,qdc_hit_BHC08left,BHC/Paddle08/QDC/qdc_hit_BHC08left,1,1,0,173788,120.46,0.09,27.97,0.08,1408.97,6,1187.85,148,46.34,196.66,ok,1,1,automatic broad-peak search,121.75,0.21,24.80,0.43,1507.18,8.93,54.19,42,99.50,143.75,0,356.54,0.77,65.25,1.81,376.86,2.89,100.13,103,303.64,409.50,0,234.79,0.79,ok
35569,BHC,09,QDC,qdc_hit_BHC09left,BHC/Paddle09/QDC/qdc_hit_BHC09left,1,1,0,129239,128.32,0.11,27.22,0.10,985.18,5.06,876.05,144,50.61,198.39,ok,1,1,automatic broad-peak search,126.99,0.23,23.08,0.47,1062.42,7.68,30.99,40,105.63,148.50,0,327.39,1.10,62.36,3.38,356.53,3.25,80.41,75,288.81,366.50,0,200.40,1.12,ok
35569,BHC,10,QDC,qdc_hit_BHC10left,BHC/Paddle10/QDC/qdc_hit_BHC10left,1,1,0,98254,132.59,0.12,25.61,0.11,814.93,4.82,819.11,134,59.71,197.29,ok,1,1,automatic broad-peak search,132.17,0.22,21.74,0.41,889.70,6.99,47.46,41,110.50,153.70,0,350.25,0.29,73.63,23.25,228.33,3.32,91.01,44,327,373.50,0,218.08,0.36,ok
35569,BHC,11,QDC,qdc_hit_BHC11left,BHC/Paddle11/QDC/qdc_hit_BHC11left,1,1,0,79699,137.73,0.11,22.69,0.10,753.82,4.88,583.02,120,76.35,198.65,ok,1,1,automatic broad-peak search,139.10,0.21,18.94,0.41,819.43,7.21,40.74,35,120.50,157.66,0,413.89,1.30,54.91,3.79,185.66,2.43,79.20,70,376.90,449.50,0,274.79,1.32,ok
